@relation BCI

@attribute Channel_0_0 NUMERIC
@attribute Channel_1_0 NUMERIC
@attribute Channel_2_0 NUMERIC
@attribute Channel_3_0 NUMERIC
@attribute Channel_4_0 NUMERIC
@attribute Channel_5_0 NUMERIC
@attribute Channel_6_0 NUMERIC
@attribute Channel_7_0 NUMERIC
@attribute Channel_8_0 NUMERIC
@attribute Channel_9_0 NUMERIC
@attribute Channel_10_0 NUMERIC
@attribute Channel_11_0 NUMERIC
@attribute Channel_12_0 NUMERIC
@attribute Channel_13_0 NUMERIC
@attribute Channel_14_0 NUMERIC
@attribute Channel_15_0 NUMERIC
@attribute Channel_0_1 NUMERIC
@attribute Channel_1_1 NUMERIC
@attribute Channel_2_1 NUMERIC
@attribute Channel_3_1 NUMERIC
@attribute Channel_4_1 NUMERIC
@attribute Channel_5_1 NUMERIC
@attribute Channel_6_1 NUMERIC
@attribute Channel_7_1 NUMERIC
@attribute Channel_8_1 NUMERIC
@attribute Channel_9_1 NUMERIC
@attribute Channel_10_1 NUMERIC
@attribute Channel_11_1 NUMERIC
@attribute Channel_12_1 NUMERIC
@attribute Channel_13_1 NUMERIC
@attribute Channel_14_1 NUMERIC
@attribute Channel_15_1 NUMERIC
@attribute Channel_0_2 NUMERIC
@attribute Channel_1_2 NUMERIC
@attribute Channel_2_2 NUMERIC
@attribute Channel_3_2 NUMERIC
@attribute Channel_4_2 NUMERIC
@attribute Channel_5_2 NUMERIC
@attribute Channel_6_2 NUMERIC
@attribute Channel_7_2 NUMERIC
@attribute Channel_8_2 NUMERIC
@attribute Channel_9_2 NUMERIC
@attribute Channel_10_2 NUMERIC
@attribute Channel_11_2 NUMERIC
@attribute Channel_12_2 NUMERIC
@attribute Channel_13_2 NUMERIC
@attribute Channel_14_2 NUMERIC
@attribute Channel_15_2 NUMERIC
@attribute Channel_0_3 NUMERIC
@attribute Channel_1_3 NUMERIC
@attribute Channel_2_3 NUMERIC
@attribute Channel_3_3 NUMERIC
@attribute Channel_4_3 NUMERIC
@attribute Channel_5_3 NUMERIC
@attribute Channel_6_3 NUMERIC
@attribute Channel_7_3 NUMERIC
@attribute Channel_8_3 NUMERIC
@attribute Channel_9_3 NUMERIC
@attribute Channel_10_3 NUMERIC
@attribute Channel_11_3 NUMERIC
@attribute Channel_12_3 NUMERIC
@attribute Channel_13_3 NUMERIC
@attribute Channel_14_3 NUMERIC
@attribute Channel_15_3 NUMERIC
@attribute Mean_0_0 NUMERIC
@attribute Variance_0_1 NUMERIC
@attribute StdDev_0_2 NUMERIC
@attribute Mean_1_0 NUMERIC
@attribute Variance_1_1 NUMERIC
@attribute StdDev_1_2 NUMERIC
@attribute Mean_2_0 NUMERIC
@attribute Variance_2_1 NUMERIC
@attribute StdDev_2_2 NUMERIC
@attribute Mean_3_0 NUMERIC
@attribute Variance_3_1 NUMERIC
@attribute StdDev_3_2 NUMERIC
@attribute Mean_4_0 NUMERIC
@attribute Variance_4_1 NUMERIC
@attribute StdDev_4_2 NUMERIC
@attribute Mean_5_0 NUMERIC
@attribute Variance_5_1 NUMERIC
@attribute StdDev_5_2 NUMERIC
@attribute Mean_6_0 NUMERIC
@attribute Variance_6_1 NUMERIC
@attribute StdDev_6_2 NUMERIC
@attribute Mean_7_0 NUMERIC
@attribute Variance_7_1 NUMERIC
@attribute StdDev_7_2 NUMERIC
@attribute Mean_8_0 NUMERIC
@attribute Variance_8_1 NUMERIC
@attribute StdDev_8_2 NUMERIC
@attribute Mean_9_0 NUMERIC
@attribute Variance_9_1 NUMERIC
@attribute StdDev_9_2 NUMERIC
@attribute Mean_10_0 NUMERIC
@attribute Variance_10_1 NUMERIC
@attribute StdDev_10_2 NUMERIC
@attribute Mean_11_0 NUMERIC
@attribute Variance_11_1 NUMERIC
@attribute StdDev_11_2 NUMERIC
@attribute Mean_12_0 NUMERIC
@attribute Variance_12_1 NUMERIC
@attribute StdDev_12_2 NUMERIC
@attribute Mean_13_0 NUMERIC
@attribute Variance_13_1 NUMERIC
@attribute StdDev_13_2 NUMERIC
@attribute Mean_14_0 NUMERIC
@attribute Variance_14_1 NUMERIC
@attribute StdDev_14_2 NUMERIC
@attribute Mean_15_0 NUMERIC
@attribute Variance_15_1 NUMERIC
@attribute StdDev_15_2 NUMERIC
@attribute @class@ { '0', '1' }

@data
-10231.42, 19151.29, 14317.30, 17553.27, -11261.57, 16634.35, 44227.30, 28089.71, -7835.69, 3634.68, 24016.05, 26921.42, -25015.98, -14689.72, 27977.52, -24416.66, -10217.74, 19163.07, 14336.81, 17560.80, -11244.04, 16605.04, 44173.10, 28058.63, -7835.69, 3634.68, 24016.05, 26921.42, -25015.98, -14689.72, 27977.52, -24416.66, -10217.74, 19163.07, 14336.81, 17560.80, -11244.04, 16605.04, 44173.10, 28058.63, -7876.67, 3638.77, 24018.67, 26908.19, -25004.47, -14671.33, 27983.04, -24392.39, -10241.17, 19149.90, 14325.97, 17559.82, -11254.44, 16639.42, 44246.24, 28102.91, -7876.67, 3638.77, 24018.67, 26908.19, -25004.47, -14671.33, 27983.04, -24392.39, -10227.0175, 97.9548187500027, 9.897212675799318, 19156.8325, 39.14791874999072, 6.2568297683404115, 14329.2225, 66.96626875000153, 8.183292048436346, 17558.6725, 9.889068749997104, 3.144688975081177, -11251.022500000001, 55.10991874999324, 7.423605508780302, 16620.9625, 256.73911874996026, 16.023080813313033, 44204.935, 1058.3076750000369, 32.53164113597771, 28077.47, 376.7255999999736, 19.409420393200143, -7856.18, 419.84010000000967, 20.490000000000236, 3636.725, 4.182025000000298, 2.0450000000000728, 24017.359999999997, 1.7160999999986655, 1.3099999999994907, 26914.805, 43.75822499999711, 6.614999999999782, -25010.225, 33.12002499999078, 5.754999999999199, -14680.525, 84.54802499999465, 9.194999999999709, 27980.28, 7.617600000001204, 2.7600000000002183, -24404.524999999998, 147.2582250000053, 12.135000000000218, '0'
-10241.17, 19149.90, 14325.97, 17559.82, -11254.44, 16639.42, 44246.24, 28102.91, -7886.95, 3635.56, 24011.65, 26909.58, -25013.72, -14685.18, 27977.28, -24416.96, -10215.48, 19179.49, 14344.90, 17574.08, -11233.88, 16615.79, 44197.62, 28070.53, -7886.95, 3635.56, 24011.65, 26909.58, -25013.72, -14685.18, 27977.28, -24416.96, -10215.48, 19179.49, 14344.90, 17574.08, -11233.88, 16615.79, 44197.62, 28070.53, -7845.04, 3646.73, 24003.67, 26858.62, -24974.18, -14649.89, 27962.25, -24388.57, -10214.12, 19178.60, 14344.66, 17589.21, -11233.49, 16632.25, 44232.07, 28087.63, -7845.04, 3646.73, 24003.67, 26858.62, -24974.18, -14649.89, 27962.25, -24388.57, -10221.5625, 128.4596187500004, 11.334002768219197, 19171.870000000003, 161.02564999999132, 12.689588251790967, 14340.107499999998, 66.63256875000256, 8.162877479786314, 17574.2975, 108.0188187499952, 10.393210223506268, -11238.922499999999, 80.28961875000857, 8.960447463715669, 16625.8125, 106.87661874997936, 10.338114854748875, 44218.387500000004, 456.38766874991524, 21.363231701919897, 28082.9, 182.20170000001534, 13.49821099257288, -7865.995, 439.11202499999695, 20.954999999999927, 3641.145, 31.192225000000406, 5.585000000000036, 24007.66, 15.920100000012773, 3.9900000000016007, 26884.1, 649.2304000000704, 25.480000000001382, -24993.949999999997, 390.85290000001726, 19.770000000000437, -14667.535, 311.3460250000154, 17.645000000000437, 27969.765, 56.47522499999125, 7.514999999999418, -24402.765, 201.49802499999174, 14.194999999999709, '0'
-10214.12, 19178.60, 14344.66, 17589.21, -11233.49, 16632.25, 44232.07, 28087.63, -7851.36, 3657.82, 24019.85, 26894.54, -24989.45, -14657.92, 27980.92, -24397.82, -10208.60, 19192.08, 14337.84, 17575.80, -11240.40, 16617.58, 44196.35, 28069.01, -7851.36, 3657.82, 24019.85, 26894.54, -24989.45, -14657.92, 27980.92, -24397.82, -10208.60, 19192.08, 14337.84, 17575.80, -11240.40, 16617.58, 44196.35, 28069.01, -7817.12, 3659.07, 24011.74, 26857.21, -24982.30, -14655.95, 27969.12, -24384.54, -10214.63, 19165.88, 14330.15, 17579.40, -11244.67, 16640.83, 44247.76, 28098.71, -7817.12, 3659.07, 24011.74, 26857.21, -24982.30, -14655.95, 27969.12, -24384.54, -10211.4875, 8.370168749998747, 2.8931243924170884, 19182.16, 118.63120000001163, 10.891795077029848, 14337.6225, 26.36481875000088, 5.13466831937574, 17580.052499999998, 30.113268749998625, 5.487555808372123, -11239.74, 16.059650000000623, 4.007449313466188, 16627.06, 99.07244999999547, 9.953514454703699, 44218.1325, 505.24931875005984, 22.47775163912218, 28081.089999999997, 161.272200000015, 12.699299193263187, -7834.24, 293.09439999999626, 17.11999999999989, 3658.445, 0.390625, 0.625, 24015.795000000002, 16.44302499998761, 4.054999999998472, 26875.875, 348.3822250000326, 18.665000000000873, -24985.875, 12.780625000005202, 3.5750000000007276, -14656.935000000001, 0.970224999999355, 0.9849999999996726, 27975.019999999997, 34.80999999999571, 5.899999999999636, -24391.18, 44.08959999999227, 6.639999999999418, '0'
-10214.63, 19165.88, 14330.15, 17579.40, -11244.67, 16640.83, 44247.76, 28098.71, -7826.06, 3658.18, 24019.32, 26899.72, -24980.62, -14659.93, 27993.57, -24380.34, -10198.05, 19194.18, 14354.89, 17590.91, -11226.12, 16622.21, 44207.50, 28077.68, -7826.06, 3658.18, 24019.32, 26899.72, -24980.62, -14659.93, 27993.57, -24380.34, -10198.05, 19194.18, 14354.89, 17590.91, -11226.12, 16622.21, 44207.50, 28077.68, -7843.41, 3658.22, 24010.24, 26840.64, -24970.59, -14649.06, 27967.11, -24371.16, -10226.91, 19156.25, 14329.93, 17582.73, -11245.14, 16645.57, 44260.72, 28102.69, -7843.41, 3658.22, 24010.24, 26840.64, -24970.59, -14649.06, 27967.11, -24371.16, -10209.41, 147.8994000000049, 12.161389723218514, 19177.622499999998, 285.74291874999886, 16.903932049969878, 14342.465, 154.3866749999932, 12.425243458379123, 17585.9875, 25.617118749995203, 5.061335668575559, -11235.5125, 88.24666874999002, 9.393969807807029, 16632.705, 112.9534750000144, 10.627957235518705, 44230.87, 567.1521000000346, 23.814955385220326, 28089.190000000002, 134.46014999998366, 11.595695321971151, -7834.735, 75.25562499999526, 8.674999999999727, 3658.2, 3.999999999992724E-4, 0.01999999999998181, 24014.780000000002, 20.611599999991412, 4.539999999999054, 26870.18, 872.6116000000516, 29.540000000000873, -24975.605, 25.150224999994162, 5.014999999999418, -14654.494999999999, 29.53922500000435, 5.4350000000004, 27980.34, 175.03289999998844, 13.229999999999563, -24375.75, 21.068100000001337, 4.5900000000001455, '0'
-10226.91, 19156.25, 14329.93, 17582.73, -11245.14, 16645.57, 44260.72, 28102.69, -7882.63, 3670.56, 24035.57, 26926.23, -24980.76, -14653.74, 28017.13, -24377.39, -10227.04, 19157.10, 14322.66, 17571.87, -11251.29, 16640.22, 44256.23, 28097.97, -7882.63, 3670.56, 24035.57, 26926.23, -24980.76, -14653.74, 28017.13, -24377.39, -10227.04, 19157.10, 14322.66, 17571.87, -11251.29, 16640.22, 44256.23, 28097.97, -7866.20, 3659.79, 24017.51, 26872.43, -24988.40, -14662.74, 27980.29, -24395.61, -10230.21, 19145.86, 14319.13, 17570.71, -11252.65, 16647.69, 44290.16, 28115.72, -7866.20, 3659.79, 24017.51, 26872.43, -24988.40, -14662.74, 27980.29, -24395.61, -10227.8, 1.938849999998349, 1.3924259405793722, 19154.0775, 22.62951874999321, 4.757049374348894, 14323.595, 15.454225000002847, 3.9311862077498754, 17574.295, 23.940675000002194, 4.892920906779732, -11250.0925, 8.48401875000202, 2.912733896187913, 16643.425, 10.833824999993164, 3.2914776317017806, 44265.83500000001, 200.59522500000875, 14.163164371001587, 28103.5875, 52.77891875000111, 7.264910099237368, -7874.415, 67.48622500000239, 8.215000000000146, 3665.175, 28.998224999999902, 5.384999999999991, 24026.539999999997, 81.54090000001183, 9.030000000000655, 26899.33, 723.6099999999805, 26.899999999999636, -24984.58, 14.592400000011672, 3.820000000001528, -14658.24, 20.25, 4.5, 27998.71, 339.2964000000027, 18.420000000000073, -24386.5, 82.99210000001061, 9.110000000000582, '0'
-10230.21, 19145.86, 14319.13, 17570.71, -11252.65, 16647.69, 44290.16, 28115.72, -7845.35, 3667.63, 24035.14, 26945.70, -24982.41, -14655.52, 28019.30, -24383.70, -10217.47, 19157.59, 14317.19, 17565.54, -11258.86, 16643.31, 44286.88, 28105.31, -7845.35, 3667.63, 24035.14, 26945.70, -24982.41, -14655.52, 28019.30, -24383.70, -10217.47, 19157.59, 14317.19, 17565.54, -11258.86, 16643.31, 44286.88, 28105.31, -7848.52, 3663.20, 24019.38, 26882.76, -24986.43, -14662.81, 27979.00, -24397.60, -10233.95, 19158.15, 14316.07, 17569.14, -11260.94, 16651.04, 44310.63, 28116.33, -7848.52, 3663.20, 24019.38, 26882.76, -24986.43, -14662.81, 27979.00, -24397.60, -10224.775000000001, 55.111475000005754, 7.423710325706799, 19154.7975, 26.67856875000024, 5.165130080646589, 14317.395, 1.212474999999394, 1.1011244253032415, 17567.7325, 5.115168749996377, 2.26167388232618, -11257.827500000001, 9.656568750002336, 3.107502011262798, 16646.3375, 10.568568749997201, 3.2509335197750815, 44293.637500000004, 98.04141874998938, 9.901586678406112, 28110.6675, 28.749318750000867, 5.361839120115492, -7846.935, 2.5122250000001154, 1.5850000000000364, 3665.415, 4.906225000000645, 2.2150000000001455, 24027.260000000002, 62.09439999998739, 7.8799999999992, 26914.23, 990.3609000000732, 31.470000000001164, -24984.42, 4.040100000000877, 2.0100000000002183, -14659.164999999999, 13.286024999996553, 3.644999999999527, 27999.15, 406.02249999998537, 20.149999999999636, -24390.65, 48.302499999984825, 6.949999999998909, '0'
-10233.95, 19158.15, 14316.07, 17569.14, -11260.94, 16651.04, 44310.63, 28116.33, -7858.00, 3673.62, 24041.83, 26968.27, -24994.79, -14648.44, 28029.49, -24378.85, -10215.04, 19170.29, 14329.70, 17579.56, -11242.70, 16630.50, 44285.31, 28097.68, -7858.00, 3673.62, 24041.83, 26968.27, -24994.79, -14648.44, 28029.49, -24378.85, -10215.04, 19170.29, 14329.70, 17579.56, -11242.70, 16630.50, 44285.31, 28097.68, -7839.63, 3664.61, 24015.67, 26879.20, -24996.18, -14647.99, 27972.00, -24389.06, -10220.38, 19171.56, 14329.46, 17583.00, -11250.73, 16631.57, 44281.46, 28094.73, -7839.63, 3664.61, 24015.67, 26879.20, -24996.18, -14647.99, 27972.00, -24389.06, -10221.1025, 59.77201874999967, 7.731236560214651, 19167.572500000002, 29.86331874999813, 5.464734096916165, 14326.2325, 34.4350687500026, 5.86814014403223, 17577.815, 27.057475000004814, 5.201680017071871, -11249.267499999998, 56.16256874999787, 7.494168983282794, 16635.9025, 76.57211875000723, 8.750549625595369, 44290.6775, 135.1711687499904, 11.626313635456011, 28101.605, 73.72562500001322, 8.586362734011022, -7848.8150000000005, 84.364224999999, 9.184999999999945, 3669.1150000000002, 20.295024999998937, 4.504999999999882, 24028.75, 171.08640000004567, 13.080000000001746, 26923.735, 1983.366224999987, 44.534999999999854, -24995.485, 0.4830249999995955, 0.694999999999709, -14648.215, 0.050625000000163706, 0.2250000000003638, 28000.745000000003, 826.275025000046, 28.7450000000008, -24383.954999999998, 26.061025000014112, 5.105000000001382, '0'
-10220.38, 19171.56, 14329.46, 17583.00, -11250.73, 16631.57, 44281.46, 28094.73, -7852.15, 3684.73, 24048.76, 26970.78, -25019.13, -14639.10, 28026.20, -24371.94, -10209.63, 19175.27, 14335.11, 17581.52, -11245.81, 16624.40, 44277.55, 28089.10, -7852.15, 3684.73, 24048.76, 26970.78, -25019.13, -14639.10, 28026.20, -24371.94, -10209.63, 19175.27, 14335.11, 17581.52, -11245.81, 16624.40, 44277.55, 28089.10, -7822.64, 3675.92, 24029.20, 26903.90, -25042.85, -14650.90, 27978.75, -24392.77, -10206.43, 19176.57, 14336.41, 17587.67, -11248.89, 16618.01, 44261.26, 28079.20, -7822.64, 3675.92, 24029.20, 26903.90, -25042.85, -14650.90, 27978.75, -24392.77, -10211.5175, 27.887968749997224, 5.280906053888597, 19174.667500000003, 3.5005187499979518, 1.8709673300188734, 14334.0225, 7.220468750002452, 2.687092992436706, 17583.4275, 6.364668749995463, 2.5228295126693485, -11247.81, 4.423200000000067, 2.103140508858138, 16624.595, 23.02222500000397, 4.798148080249709, 44274.455, 60.58402499999251, 7.783574050524123, 28088.032499999998, 31.287168749993768, 5.593493429869545, -7837.3949999999995, 217.7100249999898, 14.754999999999654, 3680.3250000000003, 19.40402499999976, 4.404999999999973, 24038.98, 95.64839999997723, 9.779999999998836, 26937.339999999997, 1118.2335999999125, 33.43999999999869, -25030.989999999998, 140.65959999997065, 11.859999999998763, -14645.0, 34.80999999999571, 5.899999999999636, 28002.475, 562.8756250000173, 23.725000000000364, -24382.355, 108.47222500001818, 10.415000000000873, '0'
-10206.43, 19176.57, 14336.41, 17587.67, -11248.89, 16618.01, 44261.26, 28079.20, -7835.11, 3676.08, 24042.07, 26969.68, -25057.56, -14635.94, 28016.44, -24370.71, -10216.04, 19172.01, 14335.13, 17583.63, -11245.94, 16614.34, 44264.97, 28072.43, -7835.11, 3676.08, 24042.07, 26969.68, -25057.56, -14635.94, 28016.44, -24370.71, -10216.04, 19172.01, 14335.13, 17583.63, -11245.94, 16614.34, 44264.97, 28072.43, -7863.57, 3658.42, 24017.15, 26891.25, -25064.80, -14644.33, 27963.06, -24395.12, -10203.55, 19177.51, 14349.26, 17598.42, -11231.39, 16597.42, 44222.70, 28047.82, -7863.57, 3658.42, 24017.15, 26891.25, -25064.80, -14644.33, 27963.06, -24395.12, -10210.515, 31.562425000006765, 5.6180445886453025, 19174.524999999998, 6.435675000001339, 2.536863220593759, 14338.9825, 35.482068750004395, 5.956682696770443, 17588.3375, 36.60586874998698, 6.050278402684209, -11243.04, 46.691250000003166, 6.8330995894983975, 16611.0275, 63.96616875000677, 7.997885267369542, 44253.475000000006, 317.9942250000661, 17.832392576434213, 28067.97, 142.97965000000832, 11.957409836582851, -7849.34, 202.4929000000005, 14.230000000000018, 3667.25, 77.96889999999871, 8.829999999999927, 24029.61, 155.25159999997825, 12.459999999999127, 26930.465, 1537.8162250000114, 39.215000000000146, -25061.18, 13.104399999992625, 3.6199999999989814, -14640.135, 17.59802499999756, 4.194999999999709, 27989.75, 712.35609999993, 26.68999999999869, -24382.914999999997, 148.96202499999822, 12.204999999999927, '0'
-10203.55, 19177.51, 14349.26, 17598.42, -11231.39, 16597.42, 44222.70, 28047.82, -7844.61, 3672.32, 24038.81, 26952.47, -25072.67, -14625.28, 28011.56, -24362.10, -10199.93, 19180.37, 14343.25, 17594.49, -11235.42, 16611.06, 44251.33, 28058.32, -7844.61, 3672.32, 24038.81, 26952.47, -25072.67, -14625.28, 28011.56, -24362.10, -10199.93, 19180.37, 14343.25, 17594.49, -11235.42, 16611.06, 44251.33, 28058.32, -7817.28, 3667.45, 24019.18, 26893.37, -25084.76, -14636.46, 27973.86, -24382.56, -10199.12, 19190.51, 14349.89, 17603.12, -11237.47, 16605.54, 44221.38, 28046.61, -7817.28, 3667.45, 24019.18, 26893.37, -25084.76, -14636.46, 27973.86, -24382.56, -10200.6325, 2.946618749998129, 1.716571801585395, 19182.19, 24.43739999999894, 4.943419868876094, 14346.4125, 10.051018749999297, 3.1703341700835415, 17597.63, 12.620849999991488, 3.552583566925835, -11234.925, 4.865825000000232, 2.205861509705501, 16606.269999999997, 31.185900000013685, 5.58443372241212, 44236.685, 214.69382500006594, 14.652434098130794, 28052.767499999998, 31.01326874999731, 5.568955804277612, -7830.945, 186.732224999999, 13.664999999999964, 3669.885, 5.929225000000842, 2.435000000000173, 24028.995000000003, 96.33422500001, 9.81500000000051, 26922.92, 873.2025000000646, 29.55000000000109, -25078.714999999997, 36.542025000000876, 6.045000000000073, -14630.87, 31.24809999999146, 5.589999999999236, 27992.710000000003, 355.3225000000137, 18.850000000000364, -24372.329999999998, 104.6529000000283, 10.230000000001382, '0'
-10199.12, 19190.51, 14349.89, 17603.12, -11237.47, 16605.54, 44221.38, 28046.61, -7829.91, 3681.44, 24039.26, 26937.56, -25072.20, -14616.07, 28009.22, -24358.17, -10182.69, 19206.29, 14370.47, 17615.21, -11219.64, 16603.50, 44226.19, 28047.84, -7829.91, 3681.44, 24039.26, 26937.56, -25072.20, -14616.07, 28009.22, -24358.17, -10182.69, 19206.29, 14370.47, 17615.21, -11219.64, 16603.50, 44226.19, 28047.84, -7802.06, 3672.82, 24022.36, 26885.08, -25070.03, -14621.19, 27975.29, -24371.04, -10191.08, 19186.56, 14357.06, 17609.75, -11231.46, 16607.05, 44208.13, 28047.71, -7802.06, 3672.82, 24022.36, 26885.08, -25070.03, -14621.19, 27975.29, -24371.04, -10188.895, 46.582225000000854, 6.825117215110731, 19197.412500000002, 80.76031875000616, 8.986674510073577, 14361.9725, 78.6336187499992, 8.867559909580493, 17610.822500000002, 24.744768750000095, 4.974411397341408, -11227.0525, 59.46016874999898, 7.711042001571446, 16604.8975, 2.2380187499994975, 1.4960009191171968, 44220.4725, 54.63511875002829, 7.391557261499655, 28047.5, 0.2668499999996988, 0.5165752607313854, -7815.985000000001, 193.90562499999243, 13.924999999999729, 3677.13, 18.57609999999953, 4.309999999999945, 24030.81, 71.40249999998156, 8.449999999998909, 26911.320000000003, 688.5375999999885, 26.23999999999978, -25071.114999999998, 1.1772250000020525, 1.0850000000009459, -14618.630000000001, 6.5536000000020485, 2.5600000000004, 27992.255000000005, 287.8112250000049, 16.965000000000146, -24364.605000000003, 41.40922500001686, 6.43500000000131, '0'
-10191.08, 19186.56, 14357.06, 17609.75, -11231.46, 16607.05, 44208.13, 28047.71, -7832.70, 3672.77, 24029.69, 26920.11, -25072.80, -14612.47, 28012.48, -24351.55, -10190.45, 19181.75, 14367.16, 17611.45, -11223.62, 16620.76, 44250.06, 28067.53, -7832.70, 3672.77, 24029.69, 26920.11, -25072.80, -14612.47, 28012.48, -24351.55, -10190.45, 19181.75, 14367.16, 17611.45, -11223.62, 16620.76, 44250.06, 28067.53, -7828.32, 3659.34, 24012.86, 26882.38, -25073.20, -14622.29, 27987.71, -24368.34, -10193.29, 19183.88, 14352.41, 17600.77, -11229.02, 16615.53, 44223.66, 28055.19, -7828.32, 3659.34, 24012.86, 26882.38, -25073.20, -14622.29, 27987.71, -24368.34, -10191.317500000001, 1.3630687500002385, 1.1675053533068869, 19183.485, 3.9080250000022145, 1.9768725300337942, 14360.947500000002, 41.297968750000706, 6.426349566433553, 17608.355, 19.659075000000595, 4.433855545684883, -11226.93, 11.70029999999583, 3.420570127916665, 16616.024999999998, 31.409024999995975, 5.6043755227497005, 44232.9775, 321.9594187499765, 17.943227656973438, 28059.489999999998, 71.6353999999986, 8.463769845641988, -7830.51, 4.796100000000239, 2.1900000000000546, 3666.0550000000003, 45.0912249999989, 6.714999999999918, 24021.274999999998, 70.81222499998408, 8.414999999999054, 26901.245000000003, 355.8882249999918, 18.86499999999978, -25073.0, 0.04000000000029104, 0.2000000000007276, -14617.38, 24.108100000007504, 4.910000000000764, 28000.095, 153.3882250000054, 12.385000000000218, -24359.945, 70.47602500000733, 8.395000000000437, '0'
-10193.29, 19183.88, 14352.41, 17600.77, -11229.02, 16615.53, 44223.66, 28055.19, -7828.65, 3665.24, 24021.93, 26905.73, -25085.79, -14616.54, 28009.73, -24354.37, -10198.88, 19179.79, 14338.93, 17588.63, -11237.43, 16630.30, 44276.03, 28079.24, -7828.65, 3665.24, 24021.93, 26905.73, -25085.79, -14616.54, 28009.73, -24354.37, -10198.88, 19179.79, 14338.93, 17588.63, -11237.43, 16630.30, 44276.03, 28079.24, -7838.06, 3664.86, 24025.87, 26919.03, -25090.23, -14632.95, 28005.33, -24377.17, -10210.05, 19166.51, 14336.83, 17581.35, -11248.16, 16619.17, 44248.54, 28066.95, -7838.06, 3664.86, 24025.87, 26919.03, -25090.23, -14632.95, 28005.33, -24377.17, -10200.274999999998, 37.05822499999451, 6.087546714399365, 19177.4925, 42.99311875001405, 6.556913812916412, 14341.775000000001, 38.43607499999858, 6.199683459661355, 17589.845, 48.61827500000733, 6.972680617955144, -11238.010000000002, 46.12884999999713, 6.7918222886054025, 16623.825, 43.58182500000418, 6.601653202039939, 44256.065, 475.9780249999169, 21.81692061222016, 28070.155, 99.82442500002317, 9.991217393292128, -7833.3550000000005, 22.137025000003593, 4.705000000000382, 3665.05, 0.03609999999993433, 0.1899999999998272, 24023.899999999998, 3.88089999999742, 1.9699999999993452, 26912.379999999997, 44.222499999995165, 6.649999999999636, -25088.01, 4.928399999997092, 2.219999999999345, -14624.744999999999, 67.3220249999988, 8.204999999999927, 28007.530000000002, 4.8399999999951975, 2.1999999999989086, -24365.77, 129.9599999999917, 11.399999999999636, '0'
-10210.05, 19166.51, 14336.83, 17581.35, -11248.16, 16619.17, 44248.54, 28066.95, -7842.65, 3668.03, 24034.25, 26930.32, -25094.30, -14629.64, 28012.35, -24374.20, -10206.72, 19171.72, 14335.87, 17577.17, -11245.48, 16624.85, 44281.91, 28080.54, -7842.65, 3668.03, 24034.25, 26930.32, -25094.30, -14629.64, 28012.35, -24374.20, -10206.72, 19171.72, 14335.87, 17577.17, -11245.48, 16624.85, 44281.91, 28080.54, -7851.01, 3663.65, 24022.63, 26934.63, -25084.22, -14638.87, 27997.35, -24386.67, -10187.41, 19184.03, 14347.54, 17580.05, -11234.68, 16600.46, 44222.86, 28052.89, -7851.01, 3663.65, 24022.63, 26934.63, -25084.22, -14638.87, 27997.35, -24386.67, -10202.724999999999, 80.03122499999583, 8.946017270271494, 19173.495, 41.51942499999739, 6.4435568593749055, 14339.0275, 24.307818750001267, 4.930296010383278, 17578.934999999998, 3.3264750000009196, 1.8238626593033038, -11243.449999999999, 26.834699999997497, 5.180222002964496, 16617.332499999997, 100.27081874999482, 10.013531782043477, 44258.80500000001, 616.2738250000657, 24.824863040912547, 28070.23, 131.00655000001285, 11.445809276762079, -7846.83, 17.472400000002434, 4.180000000000291, 3665.84, 4.796100000000239, 2.1900000000000546, 24028.440000000002, 33.75609999999408, 5.809999999999491, 26932.475000000002, 4.644025000002822, 2.155000000000655, -25089.260000000002, 25.401599999990466, 5.039999999999054, -14634.255000000001, 21.29822500000638, 4.615000000000691, 28004.85, 56.25, 7.5, -24380.435, 38.875224999984574, 6.234999999998763, '0'
